Gene name,GO term name
CDKN1C,negative regulation of epithelial cell proliferation
CDKN1C,negative regulation of transcription by RNA polymerase II
CDKN1C,skeletal system development
CDKN1C,kidney development
CDKN1C,placenta development
CDKN1C,regulation of exit from mitosis
CDKN1C,aging
CDKN1C,myeloid cell differentiation
CDKN1C,adrenal gland development
CDKN1C,multicellular organism growth
CDKN1C,neuron maturation
CDKN1C,camera-type eye development
CDKN1C,digestive system development
CDKN1C,uterus development
CDKN1C,embryonic placenta morphogenesis
CDKN1C,genomic imprinting
CDKN1C,regulation of lens fiber cell differentiation
CDKN2B-AS1,
CDKN2B-AS1,protein binding
CDKN2B-AS1,heterochromatin assembly
CEL,cytoplasm
CEL,lipid metabolic process
CEL,hydrolase activity
CEL,extracellular region
CEL,lipid catabolic process
CEL,extracellular space
CEL,catalytic activity
CEL,heparin binding
CEL,"hydrolase activity, acting on ester bonds"
CEL,retinol metabolic process
CEL,protein binding
CEL,carboxylic ester hydrolase activity
CEL,extracellular exosome
CEL,triglyceride lipase activity
CEL,acetylesterase activity
CEL,pancreatic juice secretion
CEL,ceramide catabolic process
CEL,intestinal cholesterol absorption
CEL,sterol esterase activity
CEL,retinyl-palmitate esterase activity
CENPU,nucleus
CENPU,cytoplasm
CENPU,nucleoplasm
CENPU,chromosome
CENPU,protein binding
CENPU,centriolar satellite
CENPU,"chromosome, centromeric region"
CENPU,kinetochore
CENPU,cytosol
CENPU,chordate embryonic development
CENPU,
CENPW,DNA binding
CENPW,kinetochore assembly
CENPW,mitotic cell cycle
CENPW,nucleoplasm
CENPW,nucleus
CENPW,cell division
CENPW,protein heterodimerization activity
CENPW,chromosome
CENPW,nucleolus
CENPW,protein binding
CENPW,cell cycle
CENPW,"chromosome, centromeric region"
CENPW,kinetochore
CENPW,chromosome segregation
CENPW,chromosome organization
CENPW,nuclear matrix
CENPW,CENP-A containing chromatin assembly
CFB,proteolysis
CFB,serine-type endopeptidase activity
CFB,peptidase activity
CFB,hydrolase activity
CFB,extracellular region
CFB,extracellular space
CFB,protein binding
CFB,immune system process
CFB,innate immune response
CFB,serine-type peptidase activity
CFB,plasma membrane
CFB,response to bacterium
CFB,complement activation
CFB,"complement activation, alternative pathway"
CFB,extracellular exosome
CFB,blood microparticle
CFB,complement binding
CFB,classical-complement-pathway C3/C5 convertase complex
CFB,
CFTR,transmembrane transport
CFTR,integral component of membrane
CFTR,ATP binding
CFTR,ABC-type transporter activity
CFTR,membrane
CFTR,ion transport
CFTR,chloride transmembrane transport
CFTR,chloride channel activity
CFTR,
CFTR,nucleotide binding
CFTR,plasma membrane
CFTR,intracellularly ATP-gated chloride channel activity
CFTR,chloride transport
CFTR,chloride channel complex
CFTR,nucleus
CFTR,cytoplasm
CFTR,early endosome
CFTR,protein-containing complex
CFTR,isomerase activity
CFTR,endoplasmic reticulum
CFTR,endoplasmic reticulum membrane
CFTR,endosome
CFTR,cytosol
CFTR,apical plasma membrane
CFTR,protein binding
CFTR,recycling endosome
CFTR,recycling endosome membrane
CFTR,early endosome membrane
CFTR,cell surface
CFTR,enzyme binding
CFTR,integral component of plasma membrane
CFTR,positive regulation of insulin secretion involved in cellular response to glucose stimulus
CFTR,response to endoplasmic reticulum stress
CFTR,ATP hydrolysis activity
CFTR,endosome membrane
CFTR,sperm capacitation
CFTR,ATPase-coupled transmembrane transporter activity
CFTR,positive regulation of exocytosis
CFTR,cellular response to cAMP
CFTR,chaperone binding
CFTR,PDZ domain binding
CFTR,lysosomal membrane
CFTR,clathrin-coated endocytic vesicle membrane
CFTR,chloride channel inhibitor activity
CFTR,ATPase-coupled inorganic anion transmembrane transporter activity
CFTR,cellular response to forskolin
CFTR,bicarbonate transmembrane transporter activity
CFTR,chloride transmembrane transporter activity
CFTR,bicarbonate transport
CFTR,positive regulation of enamel mineralization
CFTR,amelogenesis
CFTR,Golgi-associated vesicle membrane
CFTR,chloride channel regulator activity
CFTR,Sec61 translocon complex binding
CFTR,transepithelial water transport
CFTR,multicellular organismal water homeostasis
CFTR,intracellular pH elevation
CFTR,membrane hyperpolarization
CFTR,positive regulation of cyclic nucleotide-gated ion channel activity
CFTR,positive regulation of voltage-gated chloride channel activity
CFTR,cholesterol biosynthetic process
CFTR,vesicle docking involved in exocytosis
CFTR,cholesterol transport
CFTR,establishment of localization in cell
CLEC16A,
CLEC16A,membrane
CLEC16A,lysosomal membrane
CLEC16A,Golgi apparatus
CLEC16A,autophagy
CLEC16A,endosome
CLEC16A,cytosol
CLEC16A,endosome membrane
CLEC16A,lysosome
CLEC16A,vesicle
CLEC16A,integral component of membrane
CLEC16A,molecular_function
CLEC16A,cellular response to starvation
CLEC16A,endosomal transport
CLEC16A,endosome to lysosome transport
CLEC16A,positive regulation of TORC1 signaling
CLEC16A,late endosome
CLEC16A,regulation of autophagosome maturation
CLEC16A,negative regulation of autophagosome maturation
CLEC16A,negative regulation of macroautophagy by TORC1 signaling
CLEC16A,endolysosome membrane
CLEC2D,
CLEC2D,membrane
CLEC2D,integral component of membrane
CLEC2D,endoplasmic reticulum
CLEC2D,plasma membrane
CLEC2D,carbohydrate binding
CLEC2D,protein binding
CLEC2D,cell surface
CLEC2D,external side of plasma membrane
CLEC2D,integral component of plasma membrane
CLEC2D,cell surface receptor signaling pathway
CLEC2D,transmembrane signaling receptor activity
CLEC2D,natural killer cell lectin-like receptor binding
CLN3,membrane
CLN3,integral component of membrane
CLN3,lysosomal membrane
CLN3,vacuole
CLN3,nucleus
CLN3,cytoplasm
CLN3,early endosome
CLN3,Golgi apparatus
CLN3,cytoplasmic vesicle
CLN3,negative regulation of apoptotic process
CLN3,endoplasmic reticulum
CLN3,plasma membrane
CLN3,endosome
CLN3,late endosome
CLN3,caveola
CLN3,membrane raft
CLN3,Golgi membrane
CLN3,protein binding
CLN3,lysosome
CLN3,neuron projection
CLN3,trans-Golgi network
CLN3,synapse
CLN3,autophagosome
CLN3,late endosome membrane
CLN3,recycling endosome
CLN3,cytosol
CLN3,autophagosome maturation
CLN3,early endosome membrane
CLN3,synaptic vesicle
CLN3,Golgi stack
CLN3,integral component of endoplasmic reticulum membrane
CLN3,regulation of cytosolic calcium ion concentration
CLN3,lysosome organization
CLN3,membrane organization
CLN3,regulation of protein processing
CLN3,regulation of cytoskeleton organization
CLN3,regulation of short-term neuronal synaptic plasticity
CLN3,protein processing
CLN3,negative regulation of neuron apoptotic process
CLN3,Golgi to lysosome transport
CLN3,vesicle transport along microtubule
CLN3,amyloid precursor protein catabolic process
CLN3,sulfatide binding
CLN3,neuromuscular process controlling balance
CLN3,negative regulation of catalytic activity
CLN3,regulation of protein localization to plasma membrane
CLN3,phagosome-lysosome fusion
CLN3,ionotropic glutamate receptor signaling pathway
CLN3,receptor-mediated endocytosis
CLN3,autophagosome-lysosome fusion
CLN3,lysosomal lumen acidification
CLN3,"regulation of synaptic transmission, GABAergic"
CLN3,positive regulation of Golgi to plasma membrane protein transport
CLN3,learning or memory
CLN3,regulation of intracellular pH
CLN3,negative regulation of proteolysis
CLN3,cellular water homeostasis
CLN3,lysosomal protein catabolic process
CLN3,associative learning
CLN3,glycolipid binding
CLN3,L-arginine transmembrane transport
CLN3,"regulation of synaptic transmission, glutamatergic"
CLN3,action potential
CLN3,positive regulation of pinocytosis
CLN3,regulation of fibroblast migration
CLN3,lysosomal lumen pH elevation
CLN3,renal potassium excretion
CLN3,neurotransmitter metabolic process
CLN3,plasma membrane raft organization
CLN3,glycerophospholipid biosynthetic process
CLN3,glycolipid transport
CLN3,phagosome-lysosome docking
CLN3,regulation of cellular response to osmotic stress
CLN3,regulation of arginine biosynthetic process
CLN3,regulation of autophagosome maturation
CLN3,regulation of phagosome maturation
CLN3,regulation of modification of synaptic structure
CLN3,positive regulation of caveolin-mediated endocytosis
CLN3,autolysosome
CLN3,calcium-dependent protein binding
CLN3,positive regulation of protein phosphorylation
CLN3,protein phosphorylation
CLN3,amino acid transport
CLN3,endocytosis
CLN3,regulation of autophagy
CLN3,macroautophagy
CLN3,regulation of autophagosome size
CLN3,actin cytoskeleton organization
CLN3,blood vessel endothelial cell migration
CLN3,regulation of filopodium assembly
CLN3,establishment of localization in cell
CLN3,protein localization to membrane
CLN3,protein localization to plasma membrane
CLN3,
CLN3,cellular anatomical entity
COBL,actin binding
COBL,actin monomer binding
COBL,cytoplasm
COBL,membrane
COBL,plasma membrane
COBL,cell projection
COBL,cytoskeleton
COBL,protein binding
COBL,ruffle
COBL,axonal growth cone
COBL,digestive tract development
COBL,actin filament
COBL,neuronal cell body
COBL,perinuclear region of cytoplasm
COBL,embryonic axis specification
COBL,neural tube closure
COBL,axon
COBL,actin filament polymerization
COBL,somite specification
COBL,liver development
COBL,actin cytoskeleton organization
COBL,notochord development
COBL,floor plate development
COBL,collateral sprouting in absence of injury
COBL,actin filament network formation
COBL,positive regulation of dendrite development
COBL,positive regulation of ruffle assembly
COBL,dendritic growth cone
COBL,terminal web
COBL,cell cortex
COBL,dendrite
COBL,
COLEC10,
COLEC10,cytoplasm
COLEC10,Golgi apparatus
COLEC10,carbohydrate binding
COLEC10,extracellular region
COLEC10,collagen trimer
COLEC10,extracellular space
COLEC10,protein binding
COLEC10,innate immune response
COLEC10,mannose binding
COLEC10,regulation of immune system process
COLEC10,"complement activation, lectin pathway"
COLEC10,cell surface pattern recognition receptor signaling pathway
COLEC10,proteolysis
COLEC10,positive regulation of opsonization
COLEC10,external side of plasma membrane
COLEC10,serine-type endopeptidase complex
COLEC10,positive chemotaxis
COLEC10,chemoattractant activity
COLEC10,cranial skeletal system development
CRB1,calcium ion binding
CRB1,membrane
CRB1,integral component of membrane
CRB1,protein-containing complex
CRB1,plasma membrane
CRB1,cell projection
CRB1,extracellular region
CRB1,adherens junction
CRB1,apical plasma membrane
CRB1,protein binding
CRB1,photoreceptor inner segment
CRB1,photoreceptor outer segment
CRB1,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules
CRB1,cell-cell signaling
CRB1,establishment or maintenance of cell polarity
CRB1,establishment or maintenance of epithelial cell apical/basal polarity
CRB1,apical junction complex
CRB1,blood vessel remodeling
CRB1,plasma membrane organization
CRB1,visual perception
CRB1,protein localization
CRB1,glial cell differentiation
CRB1,gene expression
CRB1,retina layer formation
CRB1,photoreceptor cell outer segment organization
CRB1,eye photoreceptor cell development
CRB1,photoreceptor cell maintenance
CRB1,detection of light stimulus involved in visual perception
CRB1,retina development in camera-type eye
CRB1,retina morphogenesis in camera-type eye
CRB1,post-embryonic retina morphogenesis in camera-type eye
CRB1,membrane organization
CRB1,establishment of bipolar cell polarity involved in cell morphogenesis
CRB1,cellular response to light stimulus
CRB1,microvillus
CRB1,cell-cell junction
CRB1,subapical complex
CRB1,apical part of cell
CRB1,glial cell projection
CRB1,
CTLA4,
CTLA4,cellular anatomical entity
CTLA4,membrane
CTLA4,integral component of membrane
CTLA4,plasma membrane
CTLA4,cellular response to DNA damage stimulus
CTLA4,protein binding
CTLA4,immune system process
CTLA4,immune response
CTLA4,adaptive immune response
CTLA4,external side of plasma membrane
CTLA4,B cell receptor signaling pathway
CTLA4,integral component of plasma membrane
CTLA4,T cell receptor signaling pathway
CTLA4,positive regulation of apoptotic process
CTLA4,perinuclear region of cytoplasm
CTLA4,negative regulation of B cell proliferation
CTLA4,Golgi apparatus
CTLA4,regulation of T cell proliferation
CTLA4,protein complex involved in cell adhesion
CTLA4,negative regulation of T cell proliferation
CTLA4,negative regulation of regulatory T cell differentiation
CTLA4,negative regulation of immune response
CTLA4,clathrin-coated endocytic vesicle
CTRB1,proteolysis
CTRB1,serine-type endopeptidase activity
CTRB1,peptidase activity
CTRB1,hydrolase activity
CTRB1,serine-type peptidase activity
CTRB1,extracellular region
CTRB1,extracellular space
CTRB1,digestion
CTRB1,
CTRB2,proteolysis
CTRB2,serine-type endopeptidase activity
CTRB2,peptidase activity
CTRB2,hydrolase activity
CTRB2,serine-type peptidase activity
CTRB2,extracellular region
CTRB2,extracellular space
CTRB2,digestion
CTRB2,
CTSB,proteolysis
CTSB,cysteine-type peptidase activity
CTSB,cysteine-type endopeptidase activity
CTSB,regulation of catalytic activity
CTSB,peptidase activity
CTSB,hydrolase activity
CTSB,apical plasma membrane
CTSB,lysosome
CTSB,protein binding
CTSB,extracellular space
CTSB,membrane
CTSB,plasma membrane
CTSB,extracellular region
CTSB,perinuclear region of cytoplasm
CTSB,melanosome
CTSB,regulation of apoptotic process
CTSB,extracellular exosome
CTSB,collagen-containing extracellular matrix
CTSB,ficolin-1-rich granule lumen
CTSB,epithelial cell differentiation
CTSB,proteolysis involved in cellular protein catabolic process
CTSB,negative regulation of peptidase activity
CTSB,peptidase inhibitor complex
CTSB,collagen binding
CTSB,proteoglycan binding
CTSB,collagen catabolic process
CTSB,cellular response to thyroid hormone stimulus
CTSB,endolysosome lumen
