Gene name	GO domain	GO term name	GO term definition	GO term accession
AGO2	molecular_function	double-stranded RNA binding	Binding to double-stranded RNA.	GO:0003725
AGO2	molecular_function	single-stranded RNA binding	Binding to single-stranded RNA.	GO:0003727
AGO2	molecular_function	mRNA binding	Binding to messenger RNA (mRNA), an intermediate molecule between DNA and protein. mRNA includes UTR and coding sequences, but does not contain introns.	GO:0003729
AGO2	molecular_function	translation initiation factor activity	Functions in the initiation of ribosome-mediated translation of mRNA into a polypeptide.	GO:0003743
AGO2	molecular_function	nuclease activity	Catalysis of the hydrolysis of ester linkages within nucleic acids.	GO:0004518
AGO2	molecular_function	endonuclease activity	Catalysis of the hydrolysis of ester linkages within nucleic acids by creating internal breaks.	GO:0004519
AGO2	molecular_function	endoribonuclease activity	Catalysis of the hydrolysis of ester linkages within ribonucleic acid by creating internal breaks.	GO:0004521
AGO2	molecular_function	protein binding	Binding to a protein.	GO:0005515
AGO2	cellular_component	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	GO:0005634
AGO2	cellular_component	nucleoplasm	That part of the nuclear content other than the chromosomes or the nucleolus.	GO:0005654
AGO2	cellular_component	cytoplasm	The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	GO:0005737
AGO2	cellular_component	cytosol	The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes.	GO:0005829
AGO2	cellular_component	polysome	A multiribosomal structure representing a linear array of ribosomes held together by messenger RNA. They represent the active complexes in cellular protein synthesis and are able to incorporate amino acids into polypeptides both in vivo and in vitro.	GO:0005844
AGO2	cellular_component	mRNA cap binding complex	Any protein complex that binds to an mRNA cap at any time in the lifetime of the mRNA.	GO:0005845
AGO2	biological_process	regulation of DNA-templated transcription	Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.	GO:0006355
AGO2	biological_process	translation	The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.	GO:0006412
AGO2	biological_process	translational initiation	The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA or circRNA, and an initiation complex that contains the first aminoacyl-tRNA.	GO:0006413
AGO2	biological_process	regulation of translation	Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of proteins by the translation of mRNA or circRNA.	GO:0006417
AGO2	molecular_function	protein C-terminus binding	Binding to a protein C-terminus, the end of a peptide chain at which the 1-carboxyl function of a constituent amino acid is not attached in peptide linkage to another amino-acid residue.	GO:0008022
AGO2	biological_process	post-embryonic development	The process whose specific outcome is the progression of the organism over time, from the completion of embryonic development to the mature structure. See embryonic development.	GO:0009791
AGO2	biological_process	RNA secondary structure unwinding	The process in which a secondary structure of RNA are broken or 'melted'.	GO:0010501
AGO2	biological_process	miRNA metabolic process	The chemical reactions and pathways involving miRNA, microRNA, a class of single-stranded RNA molecules of about 21-23 nucleotides in length, which regulates gene expression.	GO:0010586
AGO2	biological_process	positive regulation of gene expression	Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA).	GO:0010628
AGO2	cellular_component	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	GO:0016020
AGO2	cellular_component	RISC complex	A ribonucleoprotein complex that contains members of the Argonaute family of proteins, small interfering RNAs (siRNAs) or microRNAs (miRNAs), and miRNA or siRNA-complementary mRNAs, in addition to a number of accessory factors. The RISC complex is involved in posttranscriptional repression of gene expression through downregulation of translation or induction of mRNA degradation.	GO:0016442
AGO2	molecular_function	hydrolase activity	Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc.	GO:0016787
AGO2	molecular_function	endoribonuclease activity, producing 5'-phosphomonoesters	Catalysis of the hydrolysis of ester linkages within ribonucleic acids by creating internal breaks to yield 5'-phosphomonoesters.	GO:0016891
AGO2	biological_process	siRNA processing	A process leading to the generation of a functional small interfering RNA (siRNA). Includes the cleavage of double-stranded RNA to form small interfering RNA molecules (siRNAs) of 21-23 nucleotides. May also include amplification of the siRNA by RNA-directed RNA polymerase.	GO:0030422
AGO2	cellular_component	dendrite	A neuron projection that has a short, tapering, morphology. Dendrites receive and integrate signals from other neurons or from sensory stimuli, and conduct nerve impulses towards the axon or the cell body. In most neurons, the impulse is conveyed from dendrites to axon via the cell body, but in some types of unipolar neuron, the impulse does not travel via the cell body.	GO:0030425
AGO2	biological_process	gene silencing by RNA	A process in which an RNA molecule reduces expression of target genes. This can occur pre-transcriptionally by assembly of heterochromatin and prevention of transcription or co- or post-transcriptionally by targeting RNAs for degradation or by interfering with splicing or translation. This process starts once the inhibitory RNA molecule has been transcribed, and includes processing of the RNA such as cleavage, modifications, transport from the nucleus to the cytoplasm, loading onto the RISC complex, and the effect on transcription or translation.	GO:0031047
AGO2	biological_process	pre-miRNA processing	A process involved in the conversion of a pre-microRNA transcript into a mature microRNA molecule.	GO:0031054
AGO2	biological_process	post-transcriptional gene silencing by RNA	A posttranscriptional gene silencing pathway in which regulatory RNAs elicit silencing of specific target genes, either by mRNA destabilization or inhibition of translation.	GO:0035194
AGO2	biological_process	miRNA processing	A process leading to the generation of a functional miRNA. Includes the cleavage of stem-loop RNA precursors into microRNAs (miRNAs). miRNAs are a class of small RNAs that primarily silence genes by blocking the translation of mRNA transcripts into protein, or by increasing the degradation of non-protein-coding RNA transcripts.	GO:0035196
